facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
3236,Smith Group,Community Health Centre,St. Peter,410.0,2025-06-02,2025-02-04,12.90263,-58.7028,♥
09289,Smith Group Clinic,Clinic,St. George,,2020-01-26,,,,
7935,Smith Group Health Centre,Unknown,St. George,,2018-05-11,,13.23833,-58.70682, 
#5476,Smith Group Hosp,Community Health Centre,St. Lucy,137.0,2019-07-03,,,,♥
7937,Smith Group Hospital,Hospital,St. George,,2022-01-30,,,,♥
04269,Smith Group Infirmary,Community Health Centre,St. George,158.0,2019-05-04,,,, 
2020,Smith Group Medical Center,Other,Christ Church,10.0,2019-03-16,2020-08-28,,,-
7646,Smith Inc,Unknown,St. Lucy,48.0,2020-11-01,,12.86405,-58.87334,♥
9ab046,Smith Inc,Other,St. Michael,461.0,2024-06-15,2022-02-02,,,
HF-8422,Smith Inc,Polyclinic,St. James,297.0,2019-06-04,,,,Follow-up 2023
709,Smith Inc,Hospital,St. George,399.0,2019-09-30,2020-12-18,13.00697,-59.03293,Reinspection due
#5192,Smith Inc Hosp,Community Health Centre,St. John,,2023-05-26,2023-10-07,,,Reinspection due
#8288,Smith Inc Polyclinic,Hospital,St. Lucy,34.0,2021-12-13,2020-11-30,,,Follow-up 2023
383,Smith Inc Polyclinic,Hospital,St. Joseph,10.0,2017-11-19,,13.29661,-58.94283,Good
7947,Smith Inc Polyclinic,Unknown,St. John,,2023-06-11,,,, 
7948,Smith Llc,Other,St. George,339.0,2019-11-17,2021-11-16,,,-
#5002,Smith Llc,Other,St. Andrew,131.0,2018-12-12,,13.05679,-59.15102,Reinspection due
7570,Smith Llc,Community Health Centre,St. Peter,21.0,2021-10-15,,13.21588,-59.04905,
7951,Smith Llc Health Centre,Clinic,St. James,284.0,2018-01-29,,12.95407,-58.99014,
7952,Smith Llc Hosp,Unknown,St. Lucy,143.0,2021-10-21,2024-01-18,,,Good
b4f526,Smith Llc Hosp,Clinic,St. Andrew,293.0,2024-10-10,,,,♥
7954,Smith Llc Hosp,Clinic,St. George,,,2020-05-03,12.70977,-58.92063,♥
16baea,Smith Llc Hospital,Clinic,St. James,,,2018-02-27,13.26561,-58.76307,♥
HF-2946,Smith Llc Hospital,Clinic,St. Peter,329.0,2023-11-06,2019-02-04,13.17833,-58.86579, 
HF-2732,Smith Llc Infirmary,Community Health Centre,St. John,338.0,2021-09-27,,12.92943,-58.90767,
7958,Smith Llc Polyclinic,Clinic,Christ Church,248.0,2021-06-13,,,,Needs upgrade
7959,Smith Ltd,Other,St. George,294.0,2019-04-14,,12.89287,-58.90119,
HF-9514,Smith Ltd,Unknown,Christ Church,255.0,2022-05-01,,13.2062,-58.89096,-
04666,Smith Ltd Clinic,Community Health Centre,St. Peter,,2024-11-22,,,,Reinspection due
08467,Smith Ltd Infirmary,Unknown,St. Michael,131.0,2020-10-14,,12.88524,-58.87114,-
#6726,Smith Ltd Infirmary,Community Health Centre,St. Lucy,500.0,2025-10-27,,,,Needs upgrade
#8860,Smith Ltd Polyclinic,Community Health Centre,St. Michael,305.0,2017-11-03,,13.1963,-59.05352,
46e02c,Smith Ltd Polyclinic,Community Health Centre,St. John,11.0,2018-12-21,,13.06861,-59.10302,
6eca05,Smith Plc,Other,St. John,81.0,2024-12-17,,13.08791,-58.77518,-
7967,Smith Plc,Clinic,St. Michael,393.0,2022-07-18,,12.89022,-59.10106,
7968,Smith Plc,Unknown,Christ Church,261.0,2020-05-03,2024-05-30,,,
7969,Smith Plc Health Centre,Clinic,St. Joseph,10.0,2019-03-21,,,,
HF-3708,Smith Plc Hospital,Hospital,Christ Church,399.0,2020-07-14,,12.77559,-58.9254,♥
03831,Smith Plc Infirmary,Unknown,St. Andrew,309.0,2024-07-16,,13.09527,-58.73997,Follow-up 2023
HF-1008,Smith Plc Medical Center,Other,St. Michael,95.0,2025-10-29,,,,♥
5104,Smith Plc Medical Center,Clinic,St. James,,2017-07-08,,13.07409,-59.27301,Reinspection due
HF-6185,Smith Plc Polyclinic,Hospital,St. Peter,,2022-06-30,,13.16868,-58.86323, 
7975,"Smith, Baker And Cole",Community Health Centre,St. Lucy,190.0,2016-11-27,,13.1486,-58.79656,-
7976,"Smith, Beasley And Jackson Medical Center",Community Health Centre,St. Michael,,2023-03-02,,12.96582,-58.98442,
7977,"Smith, Briggs And Vasquez Hospital",Polyclinic,St. Lucy,,2016-08-06,,,,♥
d8f10e,"Smith, Burnett And Thornton Clinic",Unknown,St. George,312.0,2020-05-15,,13.15072,-58.72099,
#646,"Smith, Butler And Reyes Infirmary",Clinic,St. George,87.0,2023-01-01,,12.84168,-59.23742,-
7980,"Smith, Campbell And Alexander Hosp",Polyclinic,St. Andrew,10.0,2019-07-27,,13.0471,-59.22018,Follow-up 2023
7981,"Smith, Carpenter And Nichols Clinic",Polyclinic,St. Peter,,2024-01-23,,13.24411,-59.11724,Follow-up 2023
8034,"Smith, Chaney And Cox Hosp",Polyclinic,St. George,,2018-06-09,,13.09513,-58.90592,Good
8515,"Smith, Cline And Moore Polyclinic",Clinic,St. John,,2025-05-07,2021-04-28,12.79229,-58.93849,
1964,"Smith, Collins And Merritt Health Centre",Community Health Centre,Christ Church,414.0,2016-04-08,,13.10811,-59.00734,Follow-up 2023
07620,"Smith, Crane And Phelps Hosp",Other,St. Joseph,,2021-08-10,,13.0271,-58.95984,Reinspection due
7986,"Smith, Cruz And Kim Hosp",Polyclinic,St. Lucy,110.0,2017-01-16,,12.99779,-58.75736,Needs upgrade
HF-5833,"Smith, Cunningham And Foster Medical Center",Polyclinic,St. Peter,140.0,2016-12-11,,13.23307,-58.87656,-
HF-4654,"Smith, Edwards And Calderon Infirmary",Unknown,St. George,10.0,2024-04-29,,,,Needs upgrade
8256,"Smith, Farmer And Wright Clin",Polyclinic,Christ Church,,2018-03-27,,12.94578,-59.22415, 
01598,"Smith, Fitzgerald And Nelson Hospital",Community Health Centre,St. Peter,,2016-09-21,,,,Reinspection due
#1553,"Smith, Goodwin And Stone Polyclinic",Unknown,St. Andrew,96.0,2017-11-05,2020-10-31,,,♥
7992,"Smith, Hayes And Cook Medical Center",Clinic,St. James,244.0,2023-06-06,,13.14637,-58.7828,Reinspection due
564822,"Smith, Hayes And Skinner Health Centre",Unknown,St. Peter,119.0,2017-10-13,,13.23701,-59.1636, 
7994,"Smith, Haynes And Taylor Clinic",Hospital,St. John,159.0,,,13.25406,-59.04447,♥
#4144,"Smith, Hebert And Anderson Infirmary",Community Health Centre,St. Andrew,10.0,2018-07-28,,13.24528,-58.7668,Needs upgrade
HF-3863,"Smith, Henderson And Campbell",Community Health Centre,St. John,123.0,2018-09-04,,13.09367,-59.10866,
5185,"Smith, Hill And Berry",Clinic,St. Peter,63.0,2025-07-29,,13.07485,-59.06928,Reinspection due
#962,"Smith, Hodges And Hoover",Unknown,Christ Church,10.0,2017-04-15,,13.04706,-59.1081, 
6e110d,"Smith, Hoffman And Conrad Health Centre",Community Health Centre,St. Andrew,,2020-07-27,,,,Needs upgrade
HF-3520,"Smith, Hull And Hahn Hospital",Hospital,St. Peter,123.0,2020-09-23,2019-03-04,13.07412,-58.78388,
HF-9244,"Smith, Jimenez And Cunningham Health Centre",Polyclinic,St. Peter,304.0,2016-06-13,,12.8574,-59.05299,-
HF-1491,"Smith, Johnson And Drake",Unknown,St. Andrew,,2019-11-13,,,,-
07223,"Smith, Jones And King Medical Center",Clinic,St. Andrew,306.0,2025-02-01,,13.2356,-59.27848,-
4aba92,"Smith, King And Clay Clin",Unknown,St. George,404.0,2021-10-07,,12.99705,-59.24384,-
8005,"Smith, Landry And Alvarez",Polyclinic,St. Andrew,406.0,2022-01-30,,,,Needs upgrade
454,"Smith, Landry And Reed",Unknown,St. Michael,59.0,2023-09-26,,13.03336,-58.86117,Follow-up 2023
HF-9944,"Smith, Lopez And Turner Medical Center",Community Health Centre,St. John,375.0,2020-03-08,,,,Reinspection due
8008,"Smith, Martin And Dudley",Hospital,St. Michael,455.0,2025-02-03,2020-07-21,,,Good
00830,"Smith, Mcclure And Hill Polyclinic",Community Health Centre,St. James,113.0,2019-10-06,,,, 
24534f,"Smith, Mclaughlin And Lane",Clinic,St. Lucy,10.0,2017-10-25,,,,Needs upgrade
05189,"Smith, Montgomery And Smith Health Centre",Unknown,St. Peter,380.0,2025-09-10,,13.18558,-58.89144,
8012,"Smith, Morse And Cox",Clinic,St. John,256.0,2019-03-08,,13.00009,-59.25637,-
8013,"Smith, Norris And Mejia Health Centre",Unknown,St. George,10.0,2017-03-03,,13.24146,-59.22512,Needs upgrade
8014,"Smith, Ortiz And Smith",Clinic,St. James,394.0,2020-01-09,2019-03-12,13.16436,-59.1451, 
8015,"Smith, Perez And Obrien Clinic",Unknown,St. Michael,,2022-01-22,,13.03313,-59.14568,
03643,"Smith, Perkins And Rodriguez Hospital",Clinic,St. George,272.0,2018-02-12,,12.86923,-58.9162,
00678,"Smith, Phillips And Clark",Clinic,St. John,,2019-11-06,2018-10-03,,,♥
1374,"Smith, Richardson And Russell Polyclinic",Clinic,St. John,,2020-10-31,,,,Reinspection due
HF-1022,"Smith, Roberts And Davis Health Centre",Clinic,Christ Church,413.0,2025-02-21,,,,
7aa374,"Smith, Robinson And Buchanan",Unknown,St. James,198.0,2023-05-25,,13.27193,-59.28319,
08232,"Smith, Robles And Reid Polyclinic",Hospital,St. James,258.0,2016-06-12,,12.7311,-58.84859,
8022,"Smith, Salinas And Smith Hosp",Unknown,St. James,,2020-12-24,,13.20178,-58.80776,Needs upgrade
2c0d07,"Smith, Sampson And Leonard Infirmary",Community Health Centre,St. Michael,77.0,2024-08-07,,13.00179,-59.21531,Needs upgrade
#1467,"Smith, Sanchez And Burke Infirmary",Polyclinic,St. Andrew,473.0,2021-10-18,2023-08-22,13.24405,-58.96662,Good
HF-9363,"Smith, Smith And Flores",Unknown,St. Andrew,126.0,2019-05-13,,13.16877,-58.84957,-
589,"Smith, Smith And Ortega",Unknown,St. George,467.0,2022-11-08,,13.0987,-58.82807,Reinspection due
8027,"Smith, Taylor And Acevedo",Community Health Centre,St. John,98.0,2016-09-16,,13.04439,-59.26763,♥
02864,"Smith, Todd And Ramirez",Clinic,St. Peter,339.0,2018-06-07,,13.24506,-58.87928,♥
HF-8399,"Smith, Williams And Wagner Clinic",Clinic,St. John,294.0,2025-12-11,,,,Reinspection due
05072,"Smith, Wright And Mckenzie Hosp",Hospital,Christ Church,,2018-02-21,,13.08854,-59.22016,♥
#3665,"Smith, Wright And Snyder Health Centre",Community Health Centre,St. Joseph,10.0,2022-03-21,,,,
1859,"Smith,-Davis-And-Williams",Unknown,St. James,242.0,2019-12-14,,12.96544,-58.74993,♥
8033,"Smith,-Escobar-And-Lamb Hosp",Polyclinic,St. Lucy,,2025-01-20,,,,Follow-up 2023
8034,"Smith,-Jimenez-And-Guerrero Hosp",Clinic,St. Peter,,,,,,
2018,"Smith,-Johnson-And-Rodriguez",Clinic,St. Joseph,322.0,2018-10-16,,,,-
8036,"Smith,-Kelly-And-Reyes",Clinic,St. Michael,346.0,2022-03-26,2018-04-05,13.08205,-58.99914,Reinspection due
8037,"Smith,-Martin-And-Martin",Community Health Centre,Christ Church,453.0,2021-12-27,,13.16251,-59.25619,♥
8038,"Smith,-Nichols-And-Romero",Polyclinic,St. Michael,,2025-09-15,2025-01-26,12.76671,-58.88296, 
993839,"Smith,-Patrick-And-Cline",Polyclinic,St. Andrew,277.0,2024-12-02,2021-03-10,13.28268,-58.77252,Good
8040,"Smith,-Smith-And-Osborn Polyclinic",Hospital,Christ Church,,2016-09-12,,12.9733,-58.95847,♥
HF-4647,"Smith,-Wilkins-And-Ewing Hosp",Polyclinic,St. James,485.0,2021-06-07,,12.73485,-59.14057,Follow-up 2023
04805,"Smith,-Young-And-Phillips Medical Center",Polyclinic,Christ Church,10.0,2017-01-30,,,,Needs upgrade
8043,Smith-And-Sons Medical Center,Clinic,St. Andrew,42.0,2018-11-27,,,,
5794,Smith-Anderson,Clinic,Christ Church,,2023-11-06,,13.05942,-59.00104,
8045,Smith-Anderson,Hospital,St. Andrew,315.0,2019-03-22,,13.26819,-59.19774, 
b3330d,Smith-Arnold,Hospital,St. John,86.0,2019-10-04,,12.79616,-59.20453,-
HF-2660,Smith-Ayala,Community Health Centre,St. John,,2023-01-12,2024-02-08,,,
5280,Smith-Bautista,Clinic,St. George,,2023-04-30,2019-06-19,,,♥
6693,Smith-Bell Health Centre,Polyclinic,St. Peter,,2020-11-12,,13.00512,-58.80507,♥
#1417,Smith-Bell Polyclinic,Hospital,St. John,480.0,2019-12-05,,13.16795,-58.80546, 
03911,Smith-Burch Hospital,Hospital,St. George,,2024-01-06,,13.04317,-59.16801,-
b16cad,Smith-Carlson Clin,Clinic,St. Andrew,39.0,2017-04-22,,13.27582,-58.86276,Reinspection due
8053,Smith-Collins Polyclinic,Community Health Centre,St. George,,2019-08-27,,13.02313,-58.92886,
#8924,Smith-Cooper Medical Center,Community Health Centre,St. James,113.0,2025-02-25,,,,
e073d4,Smith-Davenport Hosp.,Community Health Centre,St. Joseph,10.0,2024-11-10,,,,Reinspection due
8056,Smith-Davis Clin,Community Health Centre,St. George,149.0,2020-09-05,,12.80024,-58.95133,-
8057,Smith-Davis Clinic,Clinic,St. Michael,367.0,2020-11-09,,,,Follow-up 2023
661,Smith-Dodson,Polyclinic,Christ Church,145.0,2021-12-12,,13.11257,-59.0136,
3375fc,Smith-Fitzgerald Polyclinic,Community Health Centre,St. Joseph,453.0,2016-07-02,,,,Follow-up 2023
32cc97,Smith-Flores Clinic,Community Health Centre,Christ Church,499.0,2019-10-08,,,,Good
5918,Smith-Fry Polyclinic,Hospital,St. John,10.0,2025-05-04,,13.00268,-58.96314,♥
HF-2793,Smith-Garcia Clinic,Other,St. James,407.0,2022-08-13,,,,
30bda3,Smith-Gibson Infirmary,Clinic,Christ Church,,2025-08-07,,,,
8064,Smith-Gilbert Hospital,Polyclinic,St. George,,2020-08-20,,13.029,-58.99632,Good
HF-5516,Smith-Gonzalez,Hospital,St. Joseph,97.0,2016-10-21,,,,-
02734,Smith-Green Hosp,Unknown,St. James,,2021-09-29,,13.22283,-59.1031,
5e4d3a,Smith-Greene Infirmary,Unknown,St. James,314.0,2021-06-18,,12.87751,-58.85582,Follow-up 2023
9df748,Smith-Group Medical Center,Other,St. John,354.0,2024-05-19,2025-11-09,,,♥
452133,Smith-Gutierrez Medical Center,Community Health Centre,St. James,50.0,2016-11-15,,13.22158,-59.20126,
#776,Smith-Hampton Polyclinic,Unknown,St. Michael,130.0,2024-01-03,,13.06892,-59.09123,Good
8071,Smith-Harris Hosp,Hospital,St. James,233.0,2016-01-17,,13.13749,-58.99413,Needs upgrade
#866,Smith-Hayes,Clinic,St. John,,2016-09-16,2020-11-30,,,-
HF-8821,Smith-Hernandez,Clinic,Christ Church,,2018-07-25,,12.92892,-59.03607,Needs upgrade
7469,Smith-Hernandez Polyclinic,Unknown,St. James,57.0,2016-12-29,,12.938,-58.81243,Follow-up 2023
8075,Smith-Holmes Medical Center,Unknown,St. George,26.0,2020-06-16,,12.91428,-58.89722,Reinspection due
605,Smith-Hurst Health Centre,Clinic,Christ Church,319.0,2025-01-01,,13.00704,-59.19673,Follow-up 2023
03380,Smith-Inc,Clinic,St. Andrew,59.0,2023-09-06,,12.75842,-59.10914, 
2116,Smith-Jackson,Clinic,St. Joseph,86.0,2024-05-04,,12.78093,-58.92244, 
02454,Smith-Jackson Health Centre,Community Health Centre,St. George,8.0,2022-10-06,2022-11-29,12.74726,-59.10117,Reinspection due
04287,Smith-Jimenez Clinic,Unknown,St. George,140.0,2025-11-08,,13.11392,-59.05896,♥
b1a076,Smith-Johnson Polyclinic,Clinic,St. Andrew,483.0,2022-09-02,2021-05-30,,,Reinspection due
8019,Smith-Larson Health Centre,Polyclinic,St. Peter,,2020-12-18,,12.85733,-59.21047, 
HF-7569,Smith-Llc,Unknown,St. James,274.0,2020-12-21,,12.77312,-59.25133,Good
00119,Smith-Lloyd Medical Center,Unknown,St. James,136.0,2021-07-10,2019-02-24,12.82763,-59.0918,Good
8085,Smith-Lyons,Hospital,St. Peter,77.0,2018-05-08,,,,♥
8086,Smith-Marshall Medical Center,Hospital,Christ Church,,2019-08-12,,12.93493,-59.20586,-
00988,Smith-Mccoy,Unknown,St. Andrew,,2019-05-28,,12.96532,-58.8929,Reinspection due
b34bc3,Smith-Morgan Hospital,Unknown,St. Andrew,,2020-10-22,,12.70855,-58.88151,Follow-up 2023
8089,Smith-Morrison,Community Health Centre,Christ Church,10.0,2016-03-09,,13.22005,-58.92565,Reinspection due
09460,Smith-Nash,Clinic,St. Joseph,168.0,2016-02-10,,12.89271,-58.77109,
02861,Smith-Nolan Polyclinic,Polyclinic,Christ Church,,2023-10-17,,12.96517,-58.75008,Needs upgrade
9456bb,Smith-Odom Infirmary,Clinic,St. Peter,261.0,2018-08-26,,12.7611,-58.74596,-
HF-6030,Smith-Perry Hosp,Community Health Centre,St. Andrew,390.0,2017-08-28,,12.86652,-58.77027,Reinspection due
#1003,Smith-Phillips Clinic,Polyclinic,St. Lucy,,2017-06-02,,12.90605,-58.97036, 
#7306,Smith-Pierce Hosp.,Hospital,St. George,151.0,2025-02-12,,13.29529,-58.79845,Reinspection due
8096,Smith-Plc Hosp,Unknown,St. Joseph,10.0,2020-09-05,,12.7639,-59.23892,♥
#3878,Smith-Plc Hospital,Community Health Centre,St. John,394.0,2019-05-22,2022-01-04,,,
0ecf10,Smith-Powell,Community Health Centre,St. Lucy,231.0,2025-08-12,,13.2194,-58.77294,
8099,Smith-Ramos Infirmary,Hospital,St. James,90.0,2018-08-18,2022-07-15,12.8631,-59.06203,
8100,Smith-Randolph Health Centre,Community Health Centre,St. John,212.0,2024-10-12,,13.20279,-59.09024,♥
8101,Smith-Richard Hosp,Clinic,St. John,84.0,2022-01-16,,12.81167,-58.78371,Follow-up 2023
cc886d,Smith-Rodriguez Clinic (Ycul),Polyclinic,St. Lucy,69.0,2018-06-09,,12.76403,-58.89695,
02984,Smith-Ryan Hosp,Hospital,St. Joseph,10.0,2021-10-08,,12.82737,-58.71849,
07459,Smith-Sanders,Community Health Centre,St. Peter,10.0,2020-06-20,,12.799,-58.97963,
#1746,Smith-Santos Hospital,Hospital,St. John,452.0,2024-06-05,,,, 
08237,Smith-Schultz Hosp,Community Health Centre,St. Joseph,464.0,2016-01-28,2018-12-23,12.87372,-58.76663, 
8107,Smith-Scott Clinic,Hospital,St. Lucy,251.0,2024-05-18,,12.91589,-58.83071, 
2138,Smith-Simmons Hospital,Unknown,St. George,297.0,2019-12-01,,,,♥
2938,Smith-Smith Health Centre,Hospital,St. Michael,212.0,2023-09-05,,12.9725,-59.18297,-
ad2f7f,Smith-Spears,Community Health Centre,Christ Church,50.0,2020-05-18,,,,Follow-up 2023
313a40,Smith-Strickland Medical Center,Clinic,St. Joseph,119.0,2020-10-17,,,,Reinspection due
09626,Smith-Taylor Polyclinic,Unknown,St. Andrew,,2022-04-26,,12.88187,-58.7622,♥
04283,Smith-Torres,Community Health Centre,Christ Church,491.0,2021-11-04,,,,♥
8114,Smith-Turner Polyclinic,Hospital,St. George,11.0,2023-10-08,,13.1614,-59.14317,♥
9170,Smith-Williams Clinic,Clinic,St. John,,2021-01-21,,13.26374,-59.08595,-
07770,Smith-Williams Hospital,Community Health Centre,St. George,447.0,2017-09-03,,12.97038,-58.75996,
#1857,Smith-Wood,Clinic,St. Andrew,270.0,2017-05-15,,13.11363,-59.29959,Follow-up 2023
8118,Smith-Young Health Centre,Other,St. John,219.0,2018-10-08,,12.74386,-58.72673, 
HF-3210,Snow Llc Infirmary,Community Health Centre,St. George,10.0,2018-04-04,,12.77733,-58.79647,Reinspection due
HF-5740,"Snow,-Pope-And-Gonzales Medical Center",Community Health Centre,St. Lucy,244.0,2019-02-15,,13.07913,-59.18867,Reinspection due
8121,Snow-Lowe Hospital,Unknown,St. James,395.0,2024-09-14,,12.85337,-59.11602,
9938,Snyder And Sons,Community Health Centre,St. Michael,204.0,2020-02-03,,12.79163,-58.75714,
8123,Snyder And Sons Infirmary,Hospital,St. Joseph,155.0,2016-01-14,,12.94737,-58.84929,-
8124,Snyder Llc,Clinic,Christ Church,,2025-08-01,2024-03-03,13.14785,-58.73873,Needs upgrade
823,Snyder Plc,Community Health Centre,St. Lucy,411.0,2024-02-11,,,,♥
8126,"Snyder, Carter And Adams Clinic",Clinic,St. Michael,33.0,2019-05-31,,13.02025,-58.88014,
#4185,"Snyder, Curtis And Taylor",Clinic,St. George,351.0,2017-05-08,,12.75213,-58.83165,♥
HF-5322,"Snyder, Garrett And Phillips Hosp",Clinic,St. Andrew,184.0,2016-02-19,2024-06-18,13.15455,-59.29935,
#3880,"Snyder, Graham And Young",Unknown,St. Peter,,2018-12-27,,12.81033,-58.78071,-
7335,"Snyder, Parsons And Hernandez Hosp",Hospital,St. Lucy,218.0,2025-04-13,,,,-
HF-2784,"Snyder, Rodriguez And Baird Polyclinic",Clinic,St. Joseph,26.0,2018-03-07,,,, 
HF-2401,"Snyder, Walker And Peterson Hospital",Clinic,St. James,10.0,2019-02-20,,12.82358,-58.82632,Follow-up 2023
5580,"Snyder,-Juarez-And-Hernandez Hosp",Hospital,Christ Church,463.0,2018-03-15,,,,Needs upgrade
307989,Snyder-Moore,Unknown,St. John,450.0,2021-06-23,,,,♥
#89,Snyder-Morales Medical Center,Clinic,St. Joseph,166.0,2021-11-03,,,,Good
7772,Snyder-Petty Hosp,Clinic,St. James,,2025-08-07,,12.83576,-58.72116,
HF-0308,Snyder-Reyes Infirmary,Community Health Centre,St. Andrew,,2021-10-05,,13.12082,-58.73393,
HF-8084,Snyder-Salazar Polyclinic,Clinic,St. James,78.0,2024-12-09,,13.07241,-59.21554,Follow-up 2023
#9908,Snyder-Stewart Infirmary,Clinic,St. John,468.0,2016-03-03,,12.88133,-59.12963,
#4705,Snyder-Warner Hosp,Polyclinic,St. John,,2024-09-07,,12.98677,-58.72912,Good
01295,Snyder-Wood Health Centre,Hospital,Christ Church,,2016-08-27,,,,
8142,Solis Llc Hospital,Other,St. Michael,160.0,2019-11-30,,12.88607,-59.25233,
8143,Solis Plc,Clinic,St. James,,2017-06-03,,13.25454,-58.86853, 
8144,"Solis, Jensen And Tran Hospital",Unknown,St. James,460.0,2022-04-23,,,,-
8145,"Solis, Williams And Joseph Clinic",Unknown,St. Joseph,10.0,2018-09-01,,12.85706,-59.16298,Good
8146,"Solis,-Adams-And-Alvarez",Community Health Centre,Christ Church,10.0,2017-01-03,,,,Good
#4628,"Solis,-Murray-And-Johnson",Polyclinic,St. James,54.0,2022-11-18,,,,-
04726,Solis-Lyons Hospital,Clinic,St. Joseph,122.0,2025-01-31,,12.84799,-58.71176,Reinspection due
03568,Solis-Plc,Community Health Centre,St. Joseph,73.0,2017-12-05,,,,♥
HF-8218,Solomon Group,Community Health Centre,St. John,313.0,2021-06-19,2019-05-22,12.77009,-59.07483,♥
5595,Solomon Plc Hosp,Other,St. Michael,235.0,2019-10-01,2023-12-18,12.73407,-59.29812,Reinspection due
#3345,"Solomon, Bennett And Norris Hosp",Community Health Centre,Christ Church,,2018-11-08,,12.96538,-58.70975,♥
8153,"Solomon, Ho And Vaughn",Clinic,St. Andrew,,2022-12-09,,,,Good
8154,"Solomon, Richardson And Wong Hosp",Community Health Centre,St. John,142.0,2016-04-25,,,,
#5466,Solomon-Carpenter,Other,St. James,10.0,2025-02-23,2020-01-18,12.96656,-59.05493,-
HF-5893,Solomon-Nguyen Hospital,Clinic,St. Peter,22.0,2025-10-03,2022-09-25,13.21358,-58.70882,♥
8157,Sosa Group,Unknown,Christ Church,,2017-03-23,2025-10-07,12.90627,-59.24851,Needs upgrade
06191,"Sosa, Franklin And Baxter Infirmary",Community Health Centre,St. John,232.0,2024-03-20,,12.72949,-58.9386,Good
4638,"Sosa, Pierce And Vega Health Centre",Unknown,Christ Church,,2025-09-04,,13.24192,-59.06298,Follow-up 2023
HF-1633,"Soto, Garcia And Bradshaw Hospital",Community Health Centre,St. Michael,173.0,2016-12-21,,,,Needs upgrade
999bd3,"Soto, Garza And Small Health Centre",Clinic,St. Michael,,2017-09-27,,,,Good
0d79e3,"Soto, Munoz And Gonzalez",Unknown,Christ Church,,2024-07-03,,12.8013,-58.89117,♥
3279,"Soto, Perez And Wood Health Centre",Community Health Centre,Christ Church,145.0,2023-05-16,,13.21185,-59.03617,-
00415,"Soto,-Lopez-And-Hampton Hosp",Community Health Centre,Christ Church,155.0,2017-02-06,,12.80398,-59.19116,Reinspection due
HF-5349,Soto-Andrews Infirmary,Clinic,St. Andrew,10.0,2022-01-03,,13.23752,-59.22996,Good
#6803,Soto-Boyd Health Centre,Community Health Centre,St. Lucy,,2016-08-13,,,,Follow-up 2023
#4997,Sparks And Sons Clinic,Community Health Centre,St. George,447.0,2025-01-20,,13.21106,-59.15041,Reinspection due
HF-2432,Sparks Group Hospital,Polyclinic,St. John,285.0,2019-11-03,,13.00288,-59.09867,-
7871,Sparks Group Infirmary,Community Health Centre,St. Lucy,386.0,2019-12-15,2019-11-23,12.82077,-58.89567,Reinspection due
HF-0616,"Sparks, Carter And Joseph Hosp",Hospital,St. Michael,10.0,2019-07-24,,13.25117,-58.92252, 
03181,"Sparks,-Guzman-And-Moore Clinic",Unknown,St. Joseph,150.0,2025-12-28,2024-10-31,,,-
08631,Sparks-Jenkins Hospital,Hospital,St. Michael,,2017-03-26,2020-12-07,,,
8173,"Spears, Brown And Le",Hospital,St. Andrew,451.0,2018-02-22,,13.28822,-59.29107,♥
#8628,"Spence,-Jackson-And-Neal",Clinic,St. Andrew,,2021-05-13,,,,Needs upgrade
#7133,"Spence,-Johnson-And-Bradley",Unknown,St. James,479.0,2023-03-08,,,,Needs upgrade
8176,Spence-Campbell,Polyclinic,St. Andrew,218.0,2016-10-28,,,,Reinspection due
01146,Spence-West,Hospital,St. Peter,84.0,2025-03-11,,,,Follow-up 2023
8178,Spencer Inc Infirmary,Clinic,St. George,,2016-04-02,,,,Reinspection due
1987,Spencer Inc Infirmary,Hospital,St. Michael,,2023-05-01,,,,Reinspection due
#922,Spencer Inc Medical Center,Polyclinic,St. Peter,324.0,2023-08-18,,13.16847,-59.02263,♥
79ae90,Spencer Llc,Hospital,St. Peter,,2025-11-10,,12.81137,-59.28018,♥
feaa37,Spencer Llc,Hospital,St. George,290.0,2020-10-20,,,,-
HF-2675,"Spencer, Clayton And Brown Medical Center",Hospital,St. John,25.0,2022-09-06,2018-06-04,12.70193,-59.19512,
01657,"Spencer, Davila And Harrington Hosp",Clinic,St. Joseph,10.0,2025-06-22,2025-10-07,12.98038,-59.2199,Needs upgrade
8185,"Spencer, Jones And Jones Clin",Polyclinic,St. Lucy,,2025-11-30,2025-05-09,,,Needs upgrade
85ef95,"Spencer,-Taylor-And-Richardson Medical Center",Other,St. Joseph,,2024-12-31,,12.74199,-58.75502,Reinspection due
400100,Spencer-Arnold Hosp,Polyclinic,St. Joseph,129.0,2018-07-31,,13.07483,-59.05207,
00878,Spencer-Chen Infirmary,Polyclinic,St. James,,2020-11-07,,13.2271,-59.2027,Needs upgrade
8189,Spencer-Scott Polyclinic,Clinic,St. Michael,164.0,2022-09-04,,,,♥
HF-7603,Spencer-Smith Hospital,Clinic,St. Peter,333.0,2025-10-21,,13.28283,-59.06165,-
#2469,Spencer-Walker Hospital,Clinic,St. Peter,,2021-04-25,,12.92228,-59.26615, 
f83d2f,"Stafford, Foley And Wright Polyclinic",Unknown,St. Peter,,2016-01-14,,12.71312,-58.94433,
6498,"Stafford, Garcia And Roman",Other,St. John,110.0,2024-02-20,,12.82086,-58.98862,♥
